id,neigh1,neigh2,neigh3,neigh4,neigh5,neigh6,neigh7,neigh8
11295,2002,8715,12642,17954,20024,20463,20482,20663
11296,3346,13400,15286,17450,20764,20995,21398,21933
11297,5211,6923,8063,9882,12774,13104,14298,14932
11298,6285,11256,20358,,,,,
11299,1832,2680,3942,4875,7313,9387,13276,14832
11300,4763,18673,18921,,,,,
11301,1907,2068,6756,7102,10881,11101,13807,14013
11302,1224,2073,2721,3535,4238,7931,14126,16881
11303,4495,6776,8692,9075,13993,19810,21357,21746
11304,779,6946,16636,18117,18606,18827,19896,22084
11305,301,4338,5421,7252,9939,13494,13797,14704
11306,195,505,6521,9445,10216,12621,15975,17276
11307,598,1037,1862,2330,7216,12215,13065,19621
11308,9527,12041,12254,,,,,
11309,3190,6834,8254,14985,17250,17306,19804,20791
11310,2437,5748,7308,8942,13050,14249,15239,18713
11311,7770,15510,16413,,,,,
11312,794,1145,2404,6917,8712,13390,20965,
11313,97,4067,13987,,,,,
11314,5529,,,,,,,
11315,7771,10989,14545,15264,20273,21644,21659,21943
11316,2846,3447,7095,7406,7948,9562,10149,13027
11317,105,1931,2922,4104,6604,11254,16639,16793
11318,2650,6279,6904,10106,13643,18246,19086,20132
11319,7636,8330,9685,12742,13988,15073,15235,19656
11320,4440,5653,8506,9348,9475,11843,11930,14530
11321,1783,2752,3163,5993,7032,9331,14259,14266
11322,750,7161,9191,12918,17122,17674,19275,
11323,1269,,,,,,,
11324,1806,7531,9912,9913,13823,14600,,
11325,2833,8159,8194,10610,13493,18905,19613,20714
11326,2728,6391,7359,8092,9403,14605,15420,17011
11327,1554,3607,3865,10526,14715,,,
11328,1237,3876,9486,12298,12415,,,
11329,3358,4042,5176,10916,,,,
11330,3267,6697,8227,9426,18914,20747,21468,22039
11331,3296,5102,14741,15630,15778,16289,20385,20548
11332,4244,8617,20143,,,,,
11333,11047,,,,,,,
11334,1978,11154,12031,15500,16954,,,
11335,1628,2691,7451,7878,12620,13902,14878,14974
11336,685,6984,9816,14076,15842,18184,18957,19596
11337,867,2954,4313,4675,5722,11815,12273,21504
11338,467,499,1754,6167,6589,13242,15731,
11339,946,1540,3729,4310,5717,9402,10010,12740
11340,891,3517,4467,8054,8810,9198,9886,14645
11341,6699,7042,16185,18409,19853,20780,21387,21885
11342,4080,5841,11246,12988,12998,14336,15338,16734
11343,9848,15131,16725,,,,,
11344,5393,11836,12107,20874,21210,,,
11345,41,6863,9476,11818,11872,13078,15366,16095
11346,775,5771,7401,14550,17297,18721,21448,22065
11347,5632,7061,16480,20866,21356,,,
11348,5306,10145,11113,12874,18992,,,
11349,1908,2273,6297,8761,11885,12171,14247,14631
11350,982,2864,5593,5639,12660,12925,14476,15332
11351,1300,3953,5498,7191,8167,8384,16284,16347
11352,2036,3745,4222,4560,9853,16266,16351,17501
11353,9361,11733,13433,15150,16300,16370,21034,22057
11354,2990,4804,9743,12173,13792,15870,17594,17873
11355,520,2741,8595,15507,18187,19710,21139,21952
11356,829,1267,9026,10061,12250,13189,15223,18144
11357,2875,6129,6241,9783,11201,12465,,
11358,39,8309,10758,15977,17539,18213,19504,20194
11359,2534,3722,6757,11684,14673,14888,16143,19215
11360,142,1027,5125,5643,6913,20688,21545,21889
11361,2757,4272,6062,7861,11554,14529,14664,16477
11362,651,2547,6453,7605,7607,7794,10065,17762
11363,9602,19595,,,,,,
11364,795,1777,1977,5343,5441,12395,15752,16861
11365,711,1398,2694,5551,10054,12106,17283,17567
11366,1747,3064,4421,8756,10459,11841,12470,15240
11367,10946,11593,11675,14669,14929,17902,19066,19955
11368,1496,1619,2612,4349,6390,11818,13783,16007
11369,5803,6653,11942,13696,15256,15496,18232,
11370,974,1058,3707,4380,11486,13685,20539,22088
11371,489,1056,4589,18808,20061,20853,21483,21836
11372,1266,1564,4990,8322,9705,15335,16384,16492
11373,1604,3194,16092,,,,,
11374,4125,5957,16382,17265,17384,,,
11375,2977,4503,6142,6849,10820,13653,13772,16841
11376,12931,15273,16379,18617,,,,
11377,1213,3569,3730,7482,17680,18459,20443,20675
11378,1145,2404,4473,12450,12504,13390,20435,22075
11379,10157,,,,,,,
11380,1114,4388,5651,12256,14489,14612,15103,18179
11381,6787,7074,7837,9537,10237,11956,13279,18190
11382,358,778,1007,3677,4966,5110,6185,12574
11383,1437,4395,6441,11482,18846,18897,19557,
11384,2989,12180,19286,,,,,
11385,5105,,,,,,,
11386,0,,,,,,,
11387,1695,2574,7235,8651,8852,10041,10478,12980
11388,1171,4334,6413,6458,7095,7366,7406,15208
11389,7019,11817,14705,16371,16381,18071,19456,21338
11390,14371,16805,18147,18630,19604,19761,19781,20415
11391,3555,,,,,,,
11392,445,784,1062,6173,7717,9986,12252,12822
11393,5767,16723,18558,19302,,,,
11394,1280,6504,9858,12200,12392,12587,13534,14396
11395,6341,8212,16444,18515,18770,19277,20102,21828
11396,13,3503,3542,5780,7593,8328,10629,16687
11397,172,2075,3673,6485,11140,14593,20101,21513
11398,228,4704,5081,9249,9984,11810,16744,17531
11399,540,1251,3087,6854,21291,,,
11400,4193,7019,11817,18887,19372,,,
11401,6424,,,,,,,
11402,202,817,4831,7851,11691,11849,13833,14660
11403,184,456,1895,5591,7341,7515,10209,14059
11404,7977,8375,11911,12557,13965,14274,15479,15776
11405,1877,3490,4186,4390,6080,7611,8901,9949
11406,509,2644,5587,6190,6902,7035,8779,12558
11407,378,12666,15415,16792,17424,18784,21558,21825
11408,4791,6560,19245,19340,19924,20046,20303,20457
11409,1459,1813,3319,4225,6591,8844,9995,12612
11410,1514,5205,8980,10627,13417,,,
11411,149,2997,4147,6442,6552,6603,8077,8191
11412,297,1673,6086,8026,10312,19348,19371,19678
11413,1924,4219,10982,15733,19091,19572,19999,20241
11414,3681,14216,16597,16754,18765,18998,19181,19954
11415,2797,7882,10248,11908,15893,16303,17581,18054
11416,541,897,1133,5150,13245,14703,15558,17803
11417,4558,9745,11276,17876,19355,19969,20393,21254
11418,5230,10113,20200,,,,,
11419,131,4149,7147,8398,8939,10212,13967,15678
11420,545,676,1518,3783,4023,6617,7628,15866
11421,2730,7457,7621,13886,16946,17362,18498,18576
11422,4039,9822,11962,13128,13430,14831,,
11423,3736,5719,5825,10248,10753,12982,14230,17581
11424,2708,4829,5720,6231,9697,9941,13947,
11425,1388,5918,6670,8355,9509,12431,14291,14761
11426,2635,4562,6879,8632,8713,8802,10707,12546
11427,824,1270,3654,4982,7452,12093,13700,13767
11428,181,217,377,1043,4403,7322,13761,18822
11429,4544,4589,4742,5393,8724,19484,20853,21210
11430,2617,4220,6405,7970,14217,14818,16076,17864
11431,5098,5255,8564,8845,15875,16422,17290,17363
11432,3005,5321,8040,9322,11873,13896,15701,16123
11433,3996,4879,5250,5938,7738,11026,15400,15863
11434,5815,6301,6491,6932,8133,12443,13521,15367
11435,1813,2418,3323,6591,7558,8475,9811,11014
11436,2418,2872,3323,3512,3853,7585,9857,13756
11437,5284,8265,9051,12812,13637,18020,19441,20300
11438,5964,6655,10594,11043,11579,12288,12328,15200
11439,128,2344,6926,7184,10877,13079,14863,
11440,5519,14061,18406,,,,,
11441,7194,9284,9652,11884,12569,16084,19948,20122
11442,11128,14721,16307,,,,,
11443,3588,5762,6310,15053,17893,19777,21479,
11444,1194,1756,1778,1792,10562,14188,15480,17675
11445,908,3694,4520,6197,6941,9293,9680,13564
11446,6137,8983,11580,12354,14237,14557,15252,15973
11447,1025,2489,7441,10944,13815,18221,18604,19675
11448,3583,3819,7660,12735,15640,16700,19152,20706
11449,987,2786,4185,6787,10565,11953,14582,18190
11450,2765,2813,4633,4815,5543,6109,8243,12115
11451,527,1305,1689,2051,5399,7775,10853,
11452,9143,13514,16189,17638,20555,,,
11453,84,3823,5558,10134,13515,14393,14682,16915
11454,4306,15373,15526,,,,,
11455,3000,4311,6249,7854,10847,11527,12755,13442
11456,2017,4694,10033,14017,15004,15530,15827,
11457,1473,2578,3117,10662,16898,19129,20389,21130
11458,17373,17952,21185,,,,,
11459,3245,5677,9152,9765,14132,19167,19183,20399
11460,738,3453,5624,14040,15244,15337,16735,17681
11461,3849,4344,5018,5970,9564,13419,13999,16555
11462,2045,7383,8914,10009,10928,12983,14709,14714
11463,57,189,1254,4708,11507,15569,16231,17878
11464,20655,,,,,,,
11465,2311,4401,6304,11933,14028,15165,15775,16039
11466,2762,7197,9817,10347,12377,16605,18418,18457
11467,2455,3058,6468,7388,14307,15002,15123,16038
11468,2280,16080,17629,19415,19468,20116,21341,
11469,120,392,4574,4919,5743,7182,13954,15547
11470,4876,13132,13364,16250,20855,20990,21171,21976
11471,98,2822,3944,6251,17339,18038,19312,21749
11472,1913,13139,15153,17903,18024,18984,20387,20850
11473,230,1248,1923,2080,2146,7079,12707,21503
11474,1287,3634,3881,4619,5783,6244,10838,22125
11475,5042,5322,6369,8835,9771,11080,11496,12043
11476,6016,10402,10520,11553,12278,15371,15877,18723
11477,1993,4768,5752,8317,14165,16012,16172,19351
11478,1658,5420,5432,13124,15069,17560,17964,18378
11479,766,1605,2036,3745,5170,5443,6034,11643
11480,5859,6443,10259,12619,16488,17467,20935,21044
11481,4625,7044,8468,8762,9045,9188,10558,12007
11482,1437,4395,6441,11144,11383,12991,18244,19557
11483,5272,5358,7592,9908,11265,11881,11964,13518
11484,10110,,,,,,,
11485,1019,13017,13577,,,,,
11486,2167,11370,17607,19861,20539,21119,21959,22088
11487,2695,2843,7908,12315,13122,14575,,
11488,3719,4947,10020,11058,11108,12417,13495,
11489,1423,2887,5305,10566,11097,14845,16363,16514
11490,1758,4177,5040,5264,12643,13626,14447,14514
11491,1061,1489,6659,9843,10686,14285,15631,17963
11492,4412,8267,11277,13241,19291,21372,21429,21620
11493,15452,17354,20983,21772,21802,,,
11494,2917,5428,7074,7837,10214,14779,15539,18968
11495,3125,8395,9342,16240,20301,,,
11496,2400,5425,8787,9316,9768,11080,11475,12043
11497,234,1899,5260,8749,13026,14602,15474,18235
11498,4418,6682,10333,10548,15901,17142,19589,19600
11499,3124,5753,6727,7077,10414,10997,15202,
11500,174,777,2452,3171,7492,7950,12012,13574
11501,1398,3520,5551,5601,6911,9597,14236,17567
11502,1222,1347,4168,4844,8980,10165,10627,
11503,993,3616,6157,13013,13361,17537,17729,17959
11504,2161,2248,3687,9457,12563,13047,15242,17447
11505,2334,2957,4650,8039,16250,18994,20487,21087
11506,8105,10988,19468,21341,21527,,,
11507,57,1361,3918,4832,9452,11463,13476,16231
11508,1373,4888,14406,14486,18453,20197,21260,22099
11509,15554,,,,,,,
11510,694,1694,1820,2015,3336,3405,3642,6089
11511,9097,12023,15091,,,,,
11512,742,6434,6762,18211,21073,,,
11513,4065,5442,7435,9536,10553,11528,12301,13727
11514,879,2323,6753,7851,9498,9518,11849,13220
11515,1245,2697,3027,4484,6460,10649,15736,15798
11516,896,9030,16931,17102,19537,20921,21257,21321
11517,2388,6149,7988,13257,13345,18581,19880,
11518,1340,4610,12325,14308,14386,14880,17130,17609
11519,2092,2536,4259,7659,9870,12622,13778,15071
11520,9903,10907,12351,16298,18674,18759,19564,19692
11521,9611,10191,10350,11257,14482,,,
11522,4634,17080,18786,,,,,
11523,2953,18095,,,,,,
11524,11099,12539,13701,15582,15584,16745,17402,19645
11525,99,4382,9277,12533,18407,19465,19703,
11526,1205,4483,10880,15478,17025,19858,21648,21819
11527,786,960,6249,7126,7854,11015,11455,12394
11528,392,3367,3872,4574,9536,10553,11513,15547
11529,554,1246,2011,9200,9751,11752,12082,13707
11530,2156,4120,7388,14143,14701,16038,18083,19587
11531,3395,4858,10175,11859,14569,16078,16935,18019
11532,590,4070,5907,8308,8647,10021,13889,15184
11533,2637,2748,14490,18218,21186,,,
11534,1131,2618,5328,6732,9896,14016,19300,19448
11535,10388,11290,13236,16241,19339,,,
11536,498,1022,2385,2625,7704,15785,17924,18252
11537,186,222,315,4690,6831,9656,14627,15151
11538,1002,1894,1946,5287,8371,9755,11061,13873
11539,8139,10467,12894,17083,19855,21014,22126,
11540,0,,,,,,,
11541,3451,4673,4900,6487,6987,8873,9411,15266
11542,1116,3573,3774,5003,5780,8328,11622,13197
11543,1976,5100,16903,18074,20348,,,
11544,2543,3418,7264,10426,10712,11653,12004,16713
11545,474,2923,4340,9863,11715,12105,14267,17152
11546,556,3330,4076,4088,4243,9081,15783,20247
11547,5536,5978,15132,16425,18792,19937,20700,21689
11548,1434,4046,5363,6972,8334,10515,11134,12196
11549,5055,5937,8577,16056,18874,19850,20172,21816
11550,473,4174,5982,7972,9808,12197,12658,13603
11551,21770,,,,,,,
11552,2069,4651,13516,13554,14068,14221,18055,19170
11553,6016,10520,11476,12278,15371,16272,16628,19936
11554,4040,6062,7861,8759,11361,14529,14664,18426
11555,93,831,3520,4216,4283,6841,6911,17567
11556,670,3078,3218,7000,13689,16581,19401,19901
11557,18,3484,4751,4849,5437,9957,12550,15277
11558,4475,4800,7001,7066,7637,8331,14681,15162
11559,979,2731,13627,14492,16926,17357,,
11560,2681,13975,16429,17036,18328,,,
11561,5929,6660,16077,20484,20570,20782,,
11562,261,660,1841,2880,3221,5695,7716,13609
11563,2109,5710,8515,9543,12226,12627,14442,15028
11564,786,1447,1612,1781,1940,5652,12859,13834
11565,1348,3535,3894,5912,8893,10367,12286,13025
11566,1407,2774,7495,8986,11820,,,
11567,1840,2816,4616,5604,10276,15441,17082,
11568,880,3107,5365,5681,6296,12863,,
11569,166,856,1246,6081,6626,7196,7736,13887
11570,3499,3630,3680,9467,10495,11121,13410,14144
11571,2551,2976,5000,6041,7414,8507,14968,
11572,3033,4922,6265,6666,12873,16463,16967,18431
11573,370,9505,9735,13650,15831,,,
11574,1625,11624,,,,,,
11575,761,2735,6153,7245,7389,7626,10070,14160
11576,2833,13034,16795,18905,20808,20959,21733,21856
11577,9737,12898,,,,,,
11578,35,466,596,6057,8597,9665,9946,19894
11579,6655,8337,11043,11438,12288,12328,12601,13742
11580,5954,7684,10282,11446,12354,14237,16842,17092
11581,4438,4828,7391,12356,17328,17662,18001,18681
11582,4747,4750,5889,9135,10808,13227,13601,16537
11583,9724,13841,21605,,,,,
11584,2465,7780,9109,13848,16217,20910,21252,21577
11585,94,2723,5002,5488,6352,14691,21399,21696
11586,3217,3979,11838,14470,14562,15175,15267,17912
11587,1188,5243,5320,12233,13325,14318,14944,16059
11588,0,,,,,,,
11589,375,5829,6740,9358,10737,,,
11590,803,1020,18518,,,,,
11591,3663,3880,4133,11658,11755,11791,16152,17688
11592,874,1989,6873,8754,9799,13175,13526,13679
11593,6641,8264,11367,14101,14669,14738,19066,19414
11594,3977,4218,6334,15961,,,,
11595,10016,11789,12228,15887,17359,18471,18574,20944
11596,2650,3019,3787,10250,17718,18223,18311,18560
11597,8628,9929,12268,,,,,
11598,15792,18011,19325,,,,,
11599,1836,1971,9266,16239,16465,17207,17494,19864
11600,3591,4662,4782,6513,8387,9209,13817,15992
11601,6112,8429,9478,9514,15075,15543,15841,15910
11602,2785,2883,8770,8826,11224,13297,15099,16004
11603,3698,4274,4494,4893,8235,9189,11987,13170
11604,1373,3047,3549,6837,8663,9285,9880,21156
11605,8434,10365,12663,12917,13878,13974,15155,16566
11606,13624,21346,21512,,,,,
11607,5,2550,5408,5728,9200,9804,11845,12483
11608,1372,3474,5297,6572,9609,12710,12751,13441
11609,6023,10344,11154,14511,18525,,,
11610,4733,6230,8902,18194,18776,19298,19787,20166
11611,12975,15845,17384,18413,18618,,,
11612,5275,9347,9505,9735,10447,14917,15241,15408
11613,437,1427,9221,10079,10341,12671,18131,18868
11614,1432,3559,5540,7205,7755,9301,9601,14181
11615,2652,4504,6021,7270,8181,9162,10275,14374
11616,10502,14097,15728,,,,,
11617,327,432,2586,4255,7284,11231,13520,15531
11618,567,1372,2634,5367,6008,6540,6798,7650
11619,1568,8545,10394,15686,19051,20785,21213,21616
11620,3610,5336,12543,18893,20596,20767,21069,21910
11621,0,,,,,,,
11622,1116,1247,3573,5780,11542,13197,13881,14392
11623,965,1520,7050,7925,11082,11255,20221,21279
11624,10584,11574,,,,,,
11625,7855,8765,10530,11100,14051,14304,17326,17418
11626,3334,5554,10675,12609,12769,14959,15268,17162
11627,2095,3656,5229,6166,8414,13263,16532,18991
11628,0,,,,,,,
11629,794,7382,8712,11128,12321,16307,20742,
11630,8642,13684,17080,18751,,,,
11631,819,7638,13500,16105,18872,,,
11632,13462,16615,16872,19534,21488,,,
11633,1739,,,,,,,
11634,454,534,4760,7200,11279,13530,15826,16539
11635,2520,9251,9769,17230,17379,19324,20030,22064
11636,101,7293,10395,12420,14864,16242,16849,17127
11637,8606,,,,,,,
11638,4116,10140,16015,20632,20665,20776,20981,21580
11639,623,2755,4415,5381,6553,8533,10281,14367
11640,167,6781,9554,9812,12539,15439,19608,19985
11641,5053,5495,5987,8203,8345,12177,12963,13671
11642,210,1723,8926,11009,18553,,,
11643,3671,5170,6034,6360,7015,11479,16050,16650
11644,15333,17282,,,,,,
11645,10770,19405,20877,21115,21403,21456,21698,22020
11646,0,,,,,,,
11647,315,3182,7129,7560,12120,12449,12969,13177
11648,1306,2235,6286,11850,13618,15753,15805,15986
11649,1734,2501,2943,3644,4242,5525,13638,16818
11650,3509,10596,13546,15663,20504,21192,21603,21736
11651,6624,6863,7315,7646,8397,8640,12664,16095
11652,1327,4063,9595,10521,11139,13399,14987,15065
11653,2543,7387,10426,10712,11544,14354,16713,17756
11654,2986,4847,8680,15882,17277,17591,19038,20380
11655,2897,4645,5278,6643,8099,9367,19490,20227
11656,16521,,,,,,,
11657,901,9350,10296,14089,16863,19497,19623,19671
11658,3880,4133,4423,11591,11755,11791,14050,14380
11659,439,1822,5685,6321,11169,11938,12938,17743
11660,0,,,,,,,
11661,1687,8934,,,,,,
11662,739,4239,4487,5748,5906,12532,13050,18438
11663,671,,,,,,,
11664,2593,3306,5774,6695,9184,12062,17375,17918
11665,2599,8082,13747,16877,17042,17315,17741,19590
11666,5310,6501,7220,7272,9334,14312,16168,19310
11667,4126,5539,5947,6490,7653,8792,12038,14404
11668,96,1201,5943,7843,15196,15698,17837,20834
11669,3159,4476,6575,,,,,
11670,1401,10851,10993,11870,14269,19033,,
11671,720,1353,2859,7384,16494,16510,17285,17764
11672,660,1805,2880,3223,3642,4784,5828,7716
11673,2434,4279,6232,6536,7574,12003,12282,12425
11674,2118,3540,9662,12026,14693,15850,15902,15962
11675,1051,6323,11367,11915,14669,14929,16246,19414
11676,821,3465,4681,5550,11702,14513,16396,16791
11677,3054,15219,15724,19343,20085,20262,21152,21416
11678,2294,5172,12049,14997,17234,18902,21008,21755
11679,0,,,,,,,
11680,1777,10011,12542,15243,16187,16783,19238,19420
11681,2106,2340,2926,6758,7351,8251,9088,18157
11682,9631,15228,19769,,,,,
11683,158,3655,7456,10804,18390,21700,22012,22121
11684,3722,4857,6405,10293,11156,11359,13907,14673
11685,1882,2109,3377,7847,9543,12226,12714,16175
11686,5410,10042,10225,13962,14994,15232,16776,17691
11687,7080,16533,16741,18796,19757,20277,20335,21173
11688,2074,4043,10253,12624,14341,15168,17050,18823
11689,641,9905,14777,20243,21293,21485,,
11690,3445,5375,11832,18229,19527,,,
11691,76,221,9208,11058,11402,11709,13833,14660
11692,0,,,,,,,
11693,390,2025,2300,4321,7801,9894,12097,14506
11694,185,5623,8625,14743,19025,20882,22011,22092
11695,3242,7710,7799,8811,9304,10527,12905,13191
11696,452,1220,4658,5115,9618,11734,13178,15122
11697,696,2427,9474,13666,14276,14360,17522,21603
11698,385,3270,4211,4516,5153,7835,9234,11948
11699,5759,7025,14375,14909,16730,18738,20103,21948
11700,3933,12330,13581,13788,14309,18858,19094,20860
11701,1787,3983,4370,14306,,,,
11702,821,918,3465,4681,10289,11676,16791,17558
11703,456,2315,5067,5702,7515,10178,11013,13211
11704,1930,2949,12401,12699,13082,15743,19665,22018
11705,11816,13710,16604,17479,20406,,,
11706,4355,6997,16064,16264,16631,17008,17296,
11707,1816,5289,9621,13693,13946,15508,16261,16962
11708,2764,3496,7656,10338,13064,17305,17393,17815
11709,76,2368,3719,9208,11058,11691,12152,14660
11710,8268,14980,15660,17183,17334,19947,20128,21597
11711,364,2009,2183,4351,9101,9494,14365,17872
11712,1654,2193,2421,7589,8912,11726,13049,15386
11713,1034,1393,2246,8202,13699,15008,16553,19197
11714,3005,6145,8040,,,,,
11715,474,1851,4340,9863,11545,14267,17099,18013
11716,1354,6063,6452,,,,,
11717,987,2702,3789,4185,7527,12030,16673,18639
11718,3268,4179,4416,5680,8229,10358,12576,14085
11719,873,3930,5326,9203,12717,14976,18587,18909
11720,0,,,,,,,
11721,3183,6835,7278,9164,12833,15227,19629,21164
11722,2811,5176,,,,,,
11723,4068,16232,16825,21284,21525,21699,21743,22070
11724,2803,2869,3123,3141,4802,8217,8462,13087
11725,628,8161,10925,13133,16154,16778,17612,17930
11726,2193,7589,11712,13049,15386,,,
11727,4608,6229,9143,11941,14841,17638,20810,
11728,1330,4451,15013,16625,17945,19886,21457,21732
11729,2460,3261,7766,15946,17761,18466,19700,20201
11730,5317,10790,15746,19328,21272,,,
11731,2966,5692,5750,15351,15626,15651,15702,16910
11732,15745,,,,,,,
11733,11353,11795,15150,16335,19467,20047,21986,22057
11734,452,5115,8734,9618,11696,13178,14906,15184
11735,780,2710,9653,9987,10964,13711,13766,14294
11736,1764,3948,4794,5590,7718,8599,13880,13934
11737,859,5138,6102,8892,12172,14573,15959,18161
11738,4072,7193,7214,10323,11984,14754,,
11739,4825,5165,6209,9267,10457,12380,13029,13318
11740,2824,11233,14993,,,,,
11741,8650,13266,15493,17239,17412,18334,18937,20464
11742,48,1450,2867,7273,8872,11187,12444,14297
11743,595,10359,14866,16745,17386,17402,18153,20308
11744,2404,2992,3437,12450,21633,22008,22075,
11745,129,250,3170,7221,10286,10299,13093,13845
11746,666,839,2882,8236,9978,10420,11046,14911
11747,3360,5638,8208,16157,18465,20759,21486,21555
11748,2386,4120,7162,7163,9408,16461,18083,19587
11749,3342,6609,9390,12381,13616,13932,21038,21982
11750,20363,,,,,,,
11751,4005,6506,8574,11094,11783,13664,15693,20170
11752,295,309,6110,9006,11529,12082,13589,13707
11753,329,1664,10198,13994,14710,18121,20254,20723
11754,1952,2191,3365,10580,11875,12157,12418,13311
11755,55,1814,3663,11591,11658,11791,11823,16152
11756,8842,9453,11765,12279,20691,20817,21068,21540
11757,1800,5196,7162,9408,14116,17761,18466,18797
11758,7888,8200,8223,12584,14116,16870,18002,19208
11759,1512,3275,6077,9740,10831,12202,12641,19200
11760,628,953,5471,8161,10925,15346,18062,18564
11761,1499,1512,7719,9740,13708,16000,18365,18430
11762,950,5519,15195,16823,19581,21117,21630,21848
11763,3785,4103,6673,6938,9974,12757,14366,17020
11764,374,2035,4285,15066,18276,18808,20477,21836
11765,7033,11756,14206,15634,18059,20691,21068,21728
11766,1200,5690,9279,11983,13161,18320,18714,21688
11767,684,6613,6675,10132,13595,16097,20825,21438
11768,8783,9252,14258,18345,20544,20974,,
11769,678,2632,10336,18258,19147,20228,20712,21863
11770,2584,3322,4405,6752,9428,10161,12861,14697
11771,1252,3278,10937,14289,14912,19231,19495,20615
11772,27,3777,7263,8932,14819,16535,17358,17650
11773,5178,6677,6771,9323,13013,13361,16593,17959
11774,2370,5156,5323,6449,10837,12116,,
11775,5867,7056,7458,10253,16965,17050,17948,18192
11776,1226,2916,3425,4325,8110,9544,15585,16927
11777,2773,6032,7688,7845,8382,17236,17348,19707
11778,5152,13439,15012,16502,17238,17703,18327,20334
11779,4443,9163,10784,12089,17106,17712,18225,19007
11780,150,448,4943,9155,9589,12848,12961,13379
11781,383,697,16253,18475,20040,20591,21556,21791
11782,7158,12779,13154,17956,19470,20535,20725,20779
11783,4873,11094,11751,14746,17679,18016,20170,20475
11784,103,4487,5636,10668,14428,15549,15560,18726
11785,2177,3172,3444,3765,4175,5903,14179,14608
11786,1346,6571,9991,12768,13464,13836,14264,16434
11787,2849,5523,6800,9720,10858,11990,12087,17583
11788,2868,14525,16578,17870,18780,21142,21208,21407
11789,9174,10016,11595,12228,15887,18574,21307,22095
11790,8768,12463,13143,,,,,
11791,55,1814,4423,5799,11591,11658,11755,14380
11792,2143,2773,2787,6445,10635,17772,18259,19461
11793,2363,2674,6223,14118,15545,16013,16991,18536
11794,586,1163,1981,3768,5377,7737,8215,8689
11795,6818,11733,16335,19467,20206,21912,21986,22057
11796,981,2190,6304,7879,11933,14484,14588,15737
11797,2451,5171,5376,5414,8295,9610,12845,17017
11798,806,3638,4277,7746,10117,10315,10750,12828
11799,1956,9503,9639,10633,15190,16298,17403,17788
11800,2456,7203,12730,13930,14004,17642,21497,21980
11801,10242,,,,,,,
11802,1988,2433,2503,5133,7176,8793,13586,13825
11803,1356,6555,7998,15084,19136,20620,20654,22056
11804,0,,,,,,,
11805,3265,,,,,,,
11806,2980,4779,5325,6191,6984,8729,17446,18746
11807,2030,2290,3025,4850,5239,5412,13199,14316
11808,2910,4536,5134,6269,6348,13674,15762,
11809,3302,3716,5894,7174,10362,11172,14722,18253
11810,2823,5081,9249,9424,9984,10827,11398,16744
11811,1446,6839,15281,15540,,,,
11812,2832,4143,4353,9359,10580,12157,12413,13311
11813,4603,8103,8109,10475,13906,18478,18740,19006
11814,3835,8290,10412,19773,19909,20444,20466,21275
11815,2954,4675,5397,7347,8632,8802,9605,11337
11816,5610,7900,11705,13710,16012,16235,17479,20533
11817,4193,7019,11389,11400,14705,,,
11818,2612,6624,6863,9476,11345,11368,14789,16007
11819,4158,14046,15541,15614,15625,16504,20865,21985
11820,1407,2774,3158,3500,7495,8986,11566,11982
11821,436,3744,13831,14220,14956,16028,18877,
11822,291,2303,3845,6714,10353,14223,17559,19726
11823,55,6905,10671,10767,11755,15389,16152,18777
11824,1526,3092,7579,7722,8751,12454,13436,14228
11825,6608,7043,10601,,,,,
11826,500,791,1324,9327,9806,12682,15513,
11827,2110,2565,5321,10926,11873,14351,15594,16123
11828,1120,5144,7231,7563,8649,9402,10542,13015
11829,7172,10188,15229,16779,18537,19827,20075,
11830,1472,3541,3908,5316,10339,13775,14402,17532
11831,191,,,,,,,
11832,2391,5375,11690,19527,20185,,,
11833,2769,4061,7937,8473,8990,9392,13066,
11834,1588,4493,7156,7906,10262,10604,10945,12066
11835,887,1914,4037,5031,13445,15472,15650,15799
11836,272,4513,10444,10805,11344,12107,20213,20874
11837,1382,6991,14427,,,,,
11838,5756,11586,13751,13812,14562,15175,15267,17912
11839,624,2530,3006,5470,5878,7179,8770,14005
11840,541,897,2589,5482,14768,15251,16041,17598
11841,1747,3064,4421,10459,11366,12169,12881,14666
11842,1077,2244,10796,17318,17798,20567,20890,
11843,1806,3136,6691,7531,8506,9475,11320,14214
11844,21993,,,,,,,
11845,1793,3478,4864,5408,5728,6110,6707,11607
11846,1029,4017,5457,6134,6586,9353,12419,14326
11847,2472,2572,4807,7910,9777,11888,13623,13901
11848,2074,2546,14341,15121,16000,17096,18823,19182
11849,879,2478,4831,7851,9498,9518,11402,11514
11850,79,972,5209,6286,10173,11648,15753,17116
11851,203,688,736,3269,4795,5524,11127,14114
11852,274,2084,4946,7018,8933,14436,19233,20044
11853,1319,4077,8430,10491,10793,13821,14149,14657
11854,72,1366,5361,6135,18927,19366,19650,19840
11855,4091,5406,5545,5930,7943,13261,16438,17200
11856,2013,2689,5257,6383,8097,8650,12519,18334
11857,1945,3061,10942,14235,15308,17371,18766,20068
11858,2559,13148,,,,,,
11859,1101,4858,5994,6842,10175,11531,14569,18019
11860,214,2594,4376,5574,13917,15158,15911,17595
11861,3387,10610,15618,17649,18876,20281,20714,21690
11862,1433,6389,9614,11116,11189,16953,17849,18289
11863,1696,2305,3325,5007,7954,13328,,
11864,8772,18419,21074,,,,,
