id,neigh1,neigh2,neigh3,neigh4,neigh5,neigh6,neigh7,neigh8
20519,9,2969,8059,9920,16252,18090,18433,21418
20520,2150,2783,3053,3706,16860,17746,21251,21754
20521,3297,4141,4865,8596,9199,17186,17963,22124
20522,4399,10652,12309,18100,18965,20973,21248,21909
20523,4382,4743,10099,12533,17957,19465,19806,
20524,540,3087,8704,12016,19407,19971,,
20525,21589,,,,,,,
20526,2358,5148,12761,14488,18219,20483,20972,21328
20527,488,1215,3400,12491,16051,18216,19820,20737
20528,2968,3239,4021,9945,13868,13950,18009,21786
20529,3298,7964,8315,14173,16085,,,
20530,608,4145,16213,16318,19716,19899,20903,20945
20531,3987,4305,4934,5549,12293,13667,20099,21662
20532,449,957,2667,3272,7662,16657,17790,19127
20533,2438,5610,7900,10732,11816,16235,17479,
20534,0,,,,,,,
20535,292,11031,11782,13154,15820,19210,19220,20779
20536,467,6978,8935,,,,,
20537,5995,12088,12460,14900,17917,18204,19813,
20538,311,5445,12706,16340,16516,16529,17686,20845
20539,3707,4380,11370,11486,19861,20716,21119,22088
20540,1279,1638,3546,4579,13001,19087,21881,21913
20541,1344,3309,5057,16493,16958,18206,19618,
20542,553,1223,13569,14020,17779,18006,19000,19763
20543,641,8784,12027,18843,20270,,,
20544,6208,11768,14258,20974,21182,,,
20545,0,,,,,,,
20546,970,14317,18692,19921,20480,21226,21239,21348
20547,6684,15222,18209,19423,20198,21397,21470,21837
20548,2159,7689,10494,11331,15630,20385,20403,21746
20549,6531,14331,,,,,,
20550,3099,7622,10630,13109,14170,19509,20402,
20551,6455,10322,16369,16412,,,,
20552,2288,6052,9216,9973,14173,14537,14674,19765
20553,8128,8171,9298,10863,11979,14757,17754,21297
20554,2647,4813,12545,13861,20772,,,
20555,112,11452,13514,15317,16189,18853,19790,20187
20556,39,110,7333,10758,13381,15428,15928,19504
20557,5522,9071,13131,15836,16430,18623,19798,22007
20558,1126,7479,16662,,,,,
20559,5724,9201,15897,15920,15945,17787,20890,
20560,74,1152,3961,21778,21842,,,
20561,529,3531,10630,19509,20380,,,
20562,692,2114,7790,16105,16971,,,
20563,1037,6687,6733,11225,17360,19621,20611,21244
20564,108,2079,2097,5044,5834,5939,17670,18757
20565,732,3216,12978,18041,20605,20768,21158,21484
20566,449,469,957,9698,21553,21979,22069,22090
20567,1077,2244,7638,10796,11842,13500,14658,17798
20568,2661,10740,18530,19336,,,,
20569,383,697,4031,8957,12640,14123,21381,21791
20570,637,11561,19303,19319,20484,20782,21812,
20571,2015,6236,9366,10081,12032,20392,21685,22044
20572,4711,10652,11922,12309,13841,18950,21605,
20573,4362,8422,13180,13765,19158,19822,20274,21317
20574,6821,8658,9491,18347,18860,,,
20575,0,,,,,,,
20576,5826,15309,15580,15673,15713,15792,19325,20017
20577,2868,4898,4980,6810,15865,16478,18526,18894
20578,1776,4033,8781,10623,12551,14558,16150,21084
20579,7889,8346,10653,13816,20678,21133,21638,22062
20580,14846,15068,17656,19260,19338,,,
20581,1707,2397,3201,8491,12111,13786,17198,18407
20582,1047,2405,6506,8574,15137,,,
20583,7862,10605,11880,13876,15116,17317,18973,21436
20584,13583,13914,13929,15788,20324,,,
20585,1670,2198,12630,15709,17696,17915,20388,21941
20586,3445,7624,10506,16320,18884,19972,21267,21926
20587,576,3548,10834,12862,16331,17708,20465,22025
20588,1213,3730,3846,3978,12182,13859,17680,21289
20589,8279,17957,19806,,,,,
20590,2481,,,,,,,
20591,6045,6253,7762,11781,18814,19486,20040,21556
20592,1728,3137,12075,21369,,,,
20593,13120,13217,15376,18041,19560,20768,20961,21484
20594,396,3375,12712,15427,17783,18077,19294,20026
20595,2818,7911,9042,15677,18490,19334,19543,19926
20596,8152,9115,9492,10018,11620,13443,18893,21069
20597,2968,6087,9945,16185,19876,21199,21311,21387
20598,1594,4985,5276,17449,20020,,,
20599,4348,5092,6595,7781,16815,18711,20356,21682
20600,2743,3937,4245,17938,18889,,,
20601,21015,,,,,,,
20602,2519,7792,9693,10083,15187,18129,19843,21194
20603,2033,5846,7523,9458,12146,13629,13995,19996
20604,3294,4510,15130,18714,20849,21135,21688,21748
20605,3216,8822,18041,19008,20565,20768,21158,21498
20606,2776,3193,5522,12445,15030,17571,18847,22007
20607,1729,,,,,,,
20608,1863,14743,16886,17194,19025,19949,20661,22092
20609,0,,,,,,,
20610,2114,10689,12494,14658,16623,16937,19095,19508
20611,2871,3743,11225,17111,20181,20563,21244,22098
20612,6543,10603,11162,13794,19498,20285,20666,20692
20613,9226,10201,17661,19021,20496,,,
20614,8095,12092,16681,,,,,
20615,5599,5852,11771,14289,15978,19159,19495,20909
20616,3082,10937,14912,15304,18730,19231,20087,20746
20617,1641,2970,3364,8879,10375,17710,21114,
20618,7294,10900,13605,14606,15309,15580,18492,19259
20619,4051,6224,6657,16248,19609,20155,20774,21428
20620,196,6555,7998,11803,14847,15084,20797,22056
20621,13953,16166,,,,,,
20622,3199,3489,15550,16116,17574,17898,,
20623,3240,5582,6233,10552,15942,18993,20158,20786
20624,1546,3721,7487,10141,11266,,,
20625,927,1341,3883,10519,16029,16065,17797,20402
20626,1126,2111,5038,16662,21333,,,
20627,629,1602,5263,9147,14842,17464,19632,
20628,2739,10452,15100,15899,17634,18059,21068,21540
20629,3779,4701,12870,19561,19988,20643,20952,21491
20630,10810,,,,,,,
20631,1208,3758,4290,17461,20799,,,
20632,4116,10140,11638,13858,16015,16540,19740,20665
20633,5805,6779,7323,18283,18588,18753,19682,21035
20634,34,7609,8128,9176,13490,14757,17855,21297
20635,1075,1901,2490,8309,10571,18213,20289,
20636,1468,6114,14134,15577,16135,20183,20680,21232
20637,0,,,,,,,
20638,0,,,,,,,
20639,1203,2026,3015,5478,7415,9220,12945,19057
20640,3228,10263,12588,17936,18124,18180,19738,20255
20641,2771,3100,5709,7320,9531,9835,10171,14438
20642,5139,7146,8624,12577,12733,21420,21834,21839
20643,3779,15105,18060,18450,19252,20629,20952,21005
20644,3016,5447,6384,17203,21134,21455,21519,22073
20645,1467,1644,3291,10616,16045,16853,20470,21102
20646,2192,4789,4950,8275,14691,16728,21228,21625
20647,3387,6927,13278,18329,19570,20281,21079,21693
20648,0,,,,,,,
20649,551,8646,13847,14246,17728,18250,19542,20673
20650,6961,8924,12134,12166,19045,20137,21072,21814
20651,0,,,,,,,
20652,0,,,,,,,
20653,2412,9085,9796,10740,15299,18900,19216,19336
20654,1356,7998,11803,14520,14825,15084,19136,20212
20655,11464,19076,,,,,,
20656,3536,6429,7883,8820,9274,13683,18692,21239
20657,662,7702,7836,17530,20100,20696,21071,
20658,6485,6733,9309,11140,11225,17111,20101,21871
20659,1911,4478,12027,16756,18843,20127,20946,
20660,14690,18659,,,,,,
20661,1863,2089,13956,16886,17194,19253,19949,20608
20662,4960,20476,20752,21059,21106,,,
20663,1445,2002,4485,11295,12642,15310,20664,21587
20664,1207,1445,2002,2775,4485,15310,20663,20770
20665,1759,2991,4116,11638,13858,17833,19740,20632
20666,2140,6543,7881,13794,19732,20285,20612,20692
20667,17417,17765,,,,,,
20668,335,3236,14495,16190,17132,17314,20161,21653
20669,16470,19602,20686,,,,,
20670,5657,5806,7946,9898,14030,14352,15390,
20671,7369,11182,13681,14822,15001,15733,16652,19091
20672,17976,,,,,,,
20673,551,8646,17728,18250,20649,,,
20674,712,1402,13338,14828,17704,19778,20379,21421
20675,3569,8862,11377,13542,14313,20443,21474,21692
20676,475,3388,13438,14060,16441,17426,17468,18810
20677,46,2026,3015,3711,10321,15978,17421,19159
20678,6979,7889,8346,10653,13816,16721,20579,20702
20679,2968,5559,10736,12913,13868,13950,19475,21199
20680,1468,6114,12203,16135,20417,20636,20864,21232
20681,1032,2699,14453,,,,,
20682,2960,17580,17722,20370,,,,
20683,3403,5560,6375,8837,13277,14330,21462,
20684,1048,2535,16440,20338,21100,,,
20685,2393,7480,16016,16328,17633,19171,19492,21296
20686,6745,8633,10775,13322,16470,19602,20669,20875
20687,0,,,,,,,
20688,3463,3628,5125,5643,11360,,,
20689,1497,5944,7356,12647,16750,,,
20690,4252,8455,12623,15016,16525,18195,19148,20707
20691,8842,9453,11756,11765,14206,21068,21728,21914
20692,10603,11162,12053,12144,15686,20285,20612,20666
20693,213,2566,5584,8405,16483,17802,19670,20987
20694,3985,9384,13725,14235,15308,18766,19281,21529
20695,426,5282,14781,15535,18270,19014,20411,21760
20696,1676,17095,17530,20100,20657,,,
20697,726,9828,15365,,,,,
20698,1930,9377,12699,13704,16132,19764,21979,22090
20699,20904,,,,,,,
20700,1891,4936,5536,5978,11547,15132,16425,19801
20701,1157,11118,15399,18578,21247,21280,21621,22086
20702,976,6979,10653,15113,15535,16506,19014,20678
20703,6285,7073,9089,14668,16921,17604,19809,20358
20704,305,1596,2082,14834,17481,20263,21339,22035
20705,95,7138,7875,9318,10177,13519,18113,18140
20706,680,3819,4512,7363,11448,12735,17616,
20707,7620,8455,18393,19140,19148,20304,20690,20870
20708,5188,12487,13350,15938,16661,17847,21316,21329
20709,3368,4410,8996,13253,19917,20219,21869,
20710,2560,2772,4169,9000,14869,15892,19995,21686
20711,713,6456,9890,10854,19131,19591,19938,21313
20712,1079,4817,9418,10336,11769,15378,18258,19767
20713,3684,8279,10516,15435,15567,,,
20714,3387,8159,10610,11325,11861,18905,19613,21693
20715,3919,5086,5605,8316,8381,19370,21424,21684
20716,424,3707,19861,20138,20539,20795,21146,21250
20717,1885,2915,5389,6476,12545,18403,19959,20772
20718,1802,5261,5327,8908,15050,18323,18364,19478
20719,1358,6848,6878,12924,13546,15663,19867,21574
20720,518,5876,6562,10592,19399,19834,20986,21679
20721,5179,5555,16309,20106,21111,21335,21710,
20722,5661,6675,10132,15769,17554,17931,20825,21533
20723,329,504,1664,4468,5194,11753,18364,20923
20724,19112,19536,20889,21413,21576,,,
20725,7158,11782,12779,13036,17304,19470,20779,20876
20726,9225,,,,,,,
20727,520,2055,15477,18187,19727,19965,21815,21952
20728,1095,12472,18585,18880,19356,20259,21116,21183
20729,2268,3755,4262,10439,12581,13139,20142,21590
20730,1627,2089,4478,6393,9243,14480,16886,20414
20731,2766,11245,13839,18325,18625,19741,20023,20346
20732,1467,4886,8392,9091,9388,17518,18752,19844
20733,1179,6505,10474,18631,19041,,,
20734,911,6072,8242,10617,13478,16275,20189,
20735,3113,5283,5610,5752,7900,16012,16054,16172
20736,7745,,,,,,,
20737,6810,12491,15423,15865,16051,18526,19026,20527
20738,1326,1863,12140,12198,14580,17194,17228,22092
20739,5390,6074,9305,14319,14478,18933,20116,
20740,5520,6517,10641,,,,,
20741,5295,6983,8117,18126,19786,19789,21667,22001
20742,794,3284,11128,11629,12321,16307,19192,19236
20743,7483,10507,16302,19579,,,,
20744,18188,,,,,,,
20745,6337,6726,12867,13908,14185,15074,17545,20096
20746,3082,7769,13661,15304,18730,19721,20087,20616
20747,9426,10656,11330,16072,17526,18914,21468,22039
20748,14616,19184,,,,,,
20749,14029,14930,17871,19553,19981,20962,21033,21806
20750,5401,10144,10662,10933,19346,19550,20878,21509
20751,7620,8455,16525,,,,,
20752,4960,13606,14120,17145,20476,20662,21225,21951
20753,175,2130,3575,8575,11130,17244,19114,21613
20754,1961,2203,6802,14127,15905,16616,16974,20237
20755,3307,11168,18451,20955,21880,,,
20756,4902,5352,5754,9588,17554,17931,19273,21082
20757,0,,,,,,,
20758,920,1691,6874,10788,15782,15787,17625,18733
20759,3360,5638,6058,11747,12952,20049,21486,21555
20760,3299,9790,9969,11104,12313,18248,20963,21983
20761,825,3708,4963,15829,16229,17252,19760,21561
20762,14958,16619,17261,19326,21898,,,
20763,3882,4068,13740,18672,19119,19716,22060,
20764,1819,2588,8788,11296,15422,17450,21631,21933
20765,218,3069,4523,5881,17163,17483,19366,20034
20766,84,2860,7620,17934,18393,18575,19140,22052
20767,3575,3610,5795,11620,13443,18893,20956,21361
20768,732,13120,15376,18041,20565,20593,20605,21484
20769,2497,6494,9139,,,,,
20770,158,1207,4485,5496,12429,19649,20664,22121
20771,1135,4022,15169,21258,21420,21610,21834,21937
20772,2647,4813,12545,13861,15516,19959,20554,20717
20773,397,754,12830,13440,15262,16594,20820,22102
20774,5946,8299,11275,12260,16248,20619,21428,21473
20775,12705,,,,,,,
20776,4116,6580,11638,17833,20947,20955,21580,21761
20777,570,1157,5262,5757,11118,14711,20164,20275
20778,1843,6264,17639,18970,21997,,,
20779,11031,11782,11959,13154,19220,19470,20535,20725
20780,6087,6699,11341,16185,17131,18916,20095,21672
20781,3534,3966,4826,5422,,,,
20782,6660,11561,16077,19049,20484,20570,,
20783,1175,2203,2379,2715,5229,7789,12002,17970
20784,3545,7305,17370,18163,18947,20268,20936,
20785,2140,2929,8545,11619,15686,19051,20285,21213
20786,3240,6233,10268,10552,13389,15942,18743,20623
20787,4486,6704,14104,14827,18453,20197,21206,21406
20788,3992,4201,12560,14158,14162,16430,18399,19868
20789,6387,12744,18775,18934,19969,21168,21343,22107
20790,3114,4195,6792,9325,12793,15581,18082,18429
20791,3190,11309,17250,17306,18176,18627,19804,21190
20792,0,,,,,,,
20793,154,1369,4011,6238,10927,11901,18412,18744
20794,3619,4897,17356,,,,,
20795,3707,5500,10674,14661,20138,20716,21146,21250
20796,1341,2243,3201,7522,16065,17117,19642,20977
20797,1536,6555,7432,9723,14847,20620,20822,21129
20798,12359,12900,18841,19825,20035,21388,21560,21694
20799,1208,3758,4290,17461,20631,,,
20800,2103,4426,6547,9566,10848,11907,12055,15255
